"ensgene","log2FoldChange","pvalue","padj","contrast","symbol","description","region"
"ENSMUSG00000056854",0.792285533755631,0.000220011582681726,0.0160519822466002,"DOM - DES","Pou3f4","POU domain, class 3, transcription factor 4 [Source:MGI Symbol;Acc:MGI:101894]","MeA"
"ENSMUSG00000008734",0.783603185294246,0.000229139419426322,0.0163154230884251,"DOM - DES","Gprc5b","G protein-coupled receptor, family C, group 5, member B [Source:MGI Symbol;Acc:MGI:1927596]","MeA"
"ENSMUSG00000039601",0.782515583230593,1.35993769132394e-05,0.00327291601482564,"DOM - DES","Rcan2","regulator of calcineurin 2 [Source:MGI Symbol;Acc:MGI:1858219]","MeA"
"ENSMUSG00000022054",0.780851958653503,0.000638264617681224,0.0321900781300479,"DOM - DES","Nefm","neurofilament, medium polypeptide [Source:MGI Symbol;Acc:MGI:97314]","MeA"
"ENSMUSG00000022091",0.779743781927647,0.00500115082438538,0.0958185419160235,"DOM - DES","Sorbs3","sorbin and SH3 domain containing 3 [Source:MGI Symbol;Acc:MGI:700013]","MeA"
"ENSMUSG00000034663",0.778587958669216,3.63950485223412e-05,0.00523212538077603,"DOM - DES","Bmp2k","BMP2 inducible kinase [Source:MGI Symbol;Acc:MGI:2155456]","MeA"
"ENSMUSG00000028412",0.776187016682597,8.07070889766755e-07,0.000592779772071306,"DOM - DES","Slc44a1","solute carrier family 44, member 1 [Source:MGI Symbol;Acc:MGI:2140592]","MeA"
"ENSMUSG00000053024",0.775918789165146,1.56500751167189e-05,0.00332225346137245,"DOM - DES","Cntn2","contactin 2 [Source:MGI Symbol;Acc:MGI:104518]","MeA"
"ENSMUSG00000034098",0.773559168864112,2.85429085274393e-05,0.00469689416990417,"DOM - DES","Fstl5","follistatin-like 5 [Source:MGI Symbol;Acc:MGI:2442179]","MeA"
"ENSMUSG00000106379",0.772987700278961,0.000335524107139182,0.0208786219610558,"DOM - DES","Lhfpl3","lipoma HMGIC fusion partner-like 3 [Source:MGI Symbol;Acc:MGI:1925076]","MeA"
"ENSMUSG00000021589",0.766798634859295,2.54864945979325e-06,0.00104930892571059,"DOM - DES","Rhobtb3","Rho-related BTB domain containing 3 [Source:MGI Symbol;Acc:MGI:1920546]","MeA"
"ENSMUSG00000047496",0.76663947829979,5.04756383242934e-05,0.00630757944863408,"DOM - DES","Rnf152","ring finger protein 152 [Source:MGI Symbol;Acc:MGI:2443787]","MeA"
"ENSMUSG00000006218",0.765398667550784,0.00387474535492684,0.0842657543413606,"DOM - DES","Fam131c","family with sequence similarity 131, member C [Source:MGI Symbol;Acc:MGI:2685539]","MeA"
"ENSMUSG00000013367",0.764824627098777,0.00148585803934125,0.0506732698898706,"DOM - DES","Iglon5","IgLON family member 5 [Source:MGI Symbol;Acc:MGI:2686277]","MeA"
"ENSMUSG00000045648",0.763302184958042,0.0021659826761107,0.0616888527561529,"DOM - DES","Vwc2l","von Willebrand factor C domain-containing protein 2-like [Source:MGI Symbol;Acc:MGI:2444069]","MeA"
"ENSMUSG00000006390",0.760258720303986,0.000252590688862975,0.0173993865212124,"DOM - DES","Elovl1","elongation of very long chain fatty acids (FEN1/Elo2, SUR4/Elo3, yeast)-like 1 [Source:MGI Symbol;Acc:MGI:1858959]","MeA"
"ENSMUSG00000060336",0.759044441687807,0.00404049748272104,0.0854853824558552,"DOM - DES","Zfp937","zinc finger protein 937 [Source:MGI Symbol;Acc:MGI:3644476]","MeA"
"ENSMUSG00000006931",0.757858306030412,0.00349889871812848,0.0805272443163783,"DOM - DES","P3h4","prolyl 3-hydroxylase family member 4 (non-enzymatic) [Source:MGI Symbol;Acc:MGI:1913430]","MeA"
"ENSMUSG00000045838",0.757830634693725,0.00188532744665064,0.0572432139256014,"DOM - DES","A430105I19Rik","RIKEN cDNA A430105I19 gene [Source:MGI Symbol;Acc:MGI:2685199]","MeA"
"ENSMUSG00000035891",0.75663014931542,1.89879067606277e-05,0.0037001434095381,"DOM - DES","Cerk","ceramide kinase [Source:MGI Symbol;Acc:MGI:2386052]","MeA"
"ENSMUSG00000030701",0.751270718935926,0.000614665572306243,0.0317184568845138,"DOM - DES","Plekhb1","pleckstrin homology domain containing, family B (evectins) member 1 [Source:MGI Symbol;Acc:MGI:1351469]","MeA"
"ENSMUSG00000027562",0.747133397536404,9.40783339219211e-05,0.00979535626210722,"DOM - DES","Car2","carbonic anhydrase 2 [Source:MGI Symbol;Acc:MGI:88269]","MeA"
"ENSMUSG00000039163",0.745027613877124,0.00158799135688831,0.0528789402160559,"DOM - DES","Cmc1","COX assembly mitochondrial protein 1 [Source:MGI Symbol;Acc:MGI:1915149]","MeA"
"ENSMUSG00000074794",0.740033165560698,4.55652374492709e-05,0.00599823858792449,"DOM - DES","Arrdc3","arrestin domain containing 3 [Source:MGI Symbol;Acc:MGI:2145242]","MeA"
"ENSMUSG00000040219",0.736946042764928,0.00379434805511455,0.0832995281338992,"DOM - DES","Ttc12","tetratricopeptide repeat domain 12 [Source:MGI Symbol;Acc:MGI:2444588]","MeA"
"ENSMUSG00000037771",0.733581155212342,0.000522522007936332,0.0291372088001153,"DOM - DES","Slc32a1","solute carrier family 32 (GABA vesicular transporter), member 1 [Source:MGI Symbol;Acc:MGI:1194488]","MeA"
"ENSMUSG00000078350",0.733255626612919,0.00175057623610083,0.0551948204575992,"DOM - DES","Smim1","small integral membrane protein 1 [Source:MGI Symbol;Acc:MGI:1916109]","MeA"
"ENSMUSG00000043518",0.733117815587849,0.00064825180285915,0.0324344905417027,"DOM - DES","Rai2","retinoic acid induced 2 [Source:MGI Symbol;Acc:MGI:1344378]","MeA"
"ENSMUSG00000090223",0.727126266671546,0.00408239885895828,0.0860033102434882,"DOM - DES","Pcp4","Purkinje cell protein 4 [Source:MGI Symbol;Acc:MGI:97509]","MeA"
"ENSMUSG00000028780",0.720683038469005,0.00120342468508387,0.0460535389821503,"DOM - DES","Sema3c","sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3C [Source:MGI Symbol;Acc:MGI:107557]","MeA"
"ENSMUSG00000021709",0.719338875215464,2.07510800491587e-06,0.000960527493661997,"DOM - DES","Erbin","Erbb2 interacting protein [Source:MGI Symbol;Acc:MGI:1890169]","MeA"
"ENSMUSG00000022270",0.718843968957056,3.11378699588988e-05,0.00490587078820522,"DOM - DES","Retreg1","reticulophagy regulator 1 [Source:MGI Symbol;Acc:MGI:1913520]","MeA"
"ENSMUSG00000039252",0.717330986872567,0.0012757737886536,0.0468838953100739,"DOM - DES","Lgi2","leucine-rich repeat LGI family, member 2 [Source:MGI Symbol;Acc:MGI:2180196]","MeA"
"ENSMUSG00000049493",0.714442364209036,0.00348059819222097,0.0805272443163783,"DOM - DES","Pls1","plastin 1 (I-isoform) [Source:MGI Symbol;Acc:MGI:104809]","MeA"
"ENSMUSG00000020834",0.7061303139041,0.00373885241301826,0.0828928207137732,"DOM - DES","Dhrs13","dehydrogenase/reductase (SDR family) member 13 [Source:MGI Symbol;Acc:MGI:1917701]","MeA"
"ENSMUSG00000044708",0.705948285972111,0.000142889028261143,0.0122750233414584,"DOM - DES","Kcnj10","potassium inwardly-rectifying channel, subfamily J, member 10 [Source:MGI Symbol;Acc:MGI:1194504]","MeA"
"ENSMUSG00000045980",0.702043028119344,9.49283878602222e-05,0.00979535626210722,"DOM - DES","Tmem104","transmembrane protein 104 [Source:MGI Symbol;Acc:MGI:2444222]","MeA"
"ENSMUSG00000033006",0.70157000717231,0.000860553807679058,0.0370056072795725,"DOM - DES","Sox10","SRY (sex determining region Y)-box 10 [Source:MGI Symbol;Acc:MGI:98358]","MeA"
"ENSMUSG00000020121",0.70072350141131,0.000586884576450082,0.0310420020615204,"DOM - DES","Srgap1","SLIT-ROBO Rho GTPase activating protein 1 [Source:MGI Symbol;Acc:MGI:2152936]","MeA"
"ENSMUSG00000042312",0.700218110119608,0.000167147458272949,0.0134322986619983,"DOM - DES","S100a13","S100 calcium binding protein A13 [Source:MGI Symbol;Acc:MGI:109581]","MeA"
"ENSMUSG00000032908",0.698005171463097,0.00237021861129819,0.0656129675389275,"DOM - DES","Sgpp2","sphingosine-1-phosphate phosphotase 2 [Source:MGI Symbol;Acc:MGI:3589109]","MeA"
"ENSMUSG00000020331",0.697333807747897,0.00168796778698037,0.0539930948707974,"DOM - DES","Hcn2","hyperpolarization-activated, cyclic nucleotide-gated K+ 2 [Source:MGI Symbol;Acc:MGI:1298210]","MeA"
"ENSMUSG00000030342",0.696442827046637,7.08892610275755e-05,0.00808270710052192,"DOM - DES","Cd9","CD9 antigen [Source:MGI Symbol;Acc:MGI:88348]","MeA"
"ENSMUSG00000026421",0.695968071495179,0.00376628623801802,0.0832995281338992,"DOM - DES","Csrp1","cysteine and glycine-rich protein 1 [Source:MGI Symbol;Acc:MGI:88549]","MeA"
"ENSMUSG00000061740",0.690421068873938,5.41206173555295e-05,0.00662418465318506,"DOM - DES","Cyp2d22","cytochrome P450, family 2, subfamily d, polypeptide 22 [Source:MGI Symbol;Acc:MGI:1929474]","MeA"
"ENSMUSG00000045636",0.68901604486146,1.11740642808706e-05,0.0029338047524254,"DOM - DES","Mtus1","mitochondrial tumor suppressor 1 [Source:MGI Symbol;Acc:MGI:2142572]","MeA"
"ENSMUSG00000038495",0.688982761225744,0.000185798455364912,0.0144066760416458,"DOM - DES","Otud7b","OTU domain containing 7B [Source:MGI Symbol;Acc:MGI:2654703]","MeA"
"ENSMUSG00000021536",0.679800109377226,0.000812480743209923,0.0356019951162972,"DOM - DES","Adcy2","adenylate cyclase 2 [Source:MGI Symbol;Acc:MGI:99676]","MeA"
"ENSMUSG00000032537",0.676477996465039,0.00315171163945584,0.0770245039279555,"DOM - DES","Ephb1","Eph receptor B1 [Source:MGI Symbol;Acc:MGI:1096337]","MeA"
"ENSMUSG00000062127",0.676311709178971,8.13249190165668e-07,0.000592779772071306,"DOM - DES","Cttnbp2nl","CTTNBP2 N-terminal like [Source:MGI Symbol;Acc:MGI:1933137]","MeA"
"ENSMUSG00000026494",0.67325386602275,0.000487781124548012,0.0913422750013764,"CDOM - DOM","Kif26b","kinesin family member 26B [Source:MGI Symbol;Acc:MGI:2447076]","MeA"
"ENSMUSG00000059323",0.66937073625912,0.000616855136972243,0.0317209186755518,"DOM - DES","Tonsl","tonsoku-like, DNA repair protein [Source:MGI Symbol;Acc:MGI:1919999]","MeA"
"ENSMUSG00000031543",0.668902607722668,0.000487238471749552,0.027968999095391,"DOM - DES","Ank1","ankyrin 1, erythroid [Source:MGI Symbol;Acc:MGI:88024]","MeA"
"ENSMUSG00000052430",0.667680185905147,0.000470492529828962,0.0275414797105412,"DOM - DES","Bmpr1b","bone morphogenetic protein receptor, type 1B [Source:MGI Symbol;Acc:MGI:107191]","MeA"
"ENSMUSG00000032679",0.663161301764219,0.000724161907829434,0.0336745181585148,"DOM - DES","Cd59a","CD59a antigen [Source:MGI Symbol;Acc:MGI:109177]","MeA"
"ENSMUSG00000050912",0.657666574684721,0.00526190488528112,0.0985854660407361,"DOM - DES","Tmem123","transmembrane protein 123 [Source:MGI Symbol;Acc:MGI:1919179]","MeA"
"ENSMUSG00000052914",0.656742757035993,0.000450307205863493,0.026579726606657,"DOM - DES","Cyp2j6","cytochrome P450, family 2, subfamily j, polypeptide 6 [Source:MGI Symbol;Acc:MGI:1270148]","MeA"
"ENSMUSG00000038257",0.654284997935983,0.00064944380616971,0.0919832098795263,"CDOM - DOM","Glra3","glycine receptor, alpha 3 subunit [Source:MGI Symbol;Acc:MGI:95749]","MeA"
"ENSMUSG00000029669",0.650823807566466,0.00520646367573678,0.0980441897620298,"DOM - DES","Tspan12","tetraspanin 12 [Source:MGI Symbol;Acc:MGI:1889818]","MeA"
"ENSMUSG00000064329",0.645483318714199,7.80131890732562e-05,0.0084954068395215,"DOM - DES","Scn1a","sodium channel, voltage-gated, type I, alpha [Source:MGI Symbol;Acc:MGI:98246]","MeA"
"ENSMUSG00000046215",0.643377718150732,0.000500505616445898,0.0913422750013764,"CDOM - DOM","Rprml","reprimo-like [Source:MGI Symbol;Acc:MGI:2144486]","MeA"
"ENSMUSG00000022377",0.641306436052435,9.34954322025147e-06,0.00269486919811503,"DOM - DES","Asap1","ArfGAP with SH3 domain, ankyrin repeat and PH domain1 [Source:MGI Symbol;Acc:MGI:1342335]","MeA"
"ENSMUSG00000116138",0.640029191630226,0.000475416541634057,0.0276114469866682,"DOM - DES",NA,NA,"MeA"
"ENSMUSG00000048022",0.636747851837495,1.24431343341704e-05,0.0031234376184587,"DOM - DES","Tmem229a","transmembrane protein 229A [Source:MGI Symbol;Acc:MGI:2442812]","MeA"
"ENSMUSG00000074227",0.635982983544884,0.000846903748305633,0.0995275102257348,"CDOM - DOM","Spint2","serine protease inhibitor, Kunitz type 2 [Source:MGI Symbol;Acc:MGI:1338031]","MeA"
"ENSMUSG00000040797",0.635888670118201,3.34408468992166e-05,0.00505385852297058,"DOM - DES","Iqsec3","IQ motif and Sec7 domain 3 [Source:MGI Symbol;Acc:MGI:2677208]","MeA"
"ENSMUSG00000060675",0.63575013784575,1.05804405703525e-05,0.00290592625171859,"DOM - DES","Pla2g16","phospholipase A2, group XVI [Source:MGI Symbol;Acc:MGI:2179715]","MeA"
"ENSMUSG00000022231",0.635712161214464,0.000367479995962289,0.0863537326119453,"CDOM - DOM","Sema5a","sema domain, seven thrombospondin repeats (type 1 and type 1-like), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 5A [Source:MGI Symbol;Acc:MGI:107556]","MeA"
"ENSMUSG00000024810",0.635180152211736,0.00179682900647744,0.0558864138408825,"DOM - DES","Il33","interleukin 33 [Source:MGI Symbol;Acc:MGI:1924375]","MeA"
"ENSMUSG00000026787",0.631657173960266,0.00135030934599579,0.0483045444787384,"DOM - DES","Gad2","glutamic acid decarboxylase 2 [Source:MGI Symbol;Acc:MGI:95634]","MeA"
"ENSMUSG00000027239",0.630937894895082,6.11037174033684e-05,0.0074175906126548,"DOM - DES","Mdk","midkine [Source:MGI Symbol;Acc:MGI:96949]","MeA"
"ENSMUSG00000022856",0.629871951120942,0.00175309545115042,0.0551948204575992,"DOM - DES","Tmem41a","transmembrane protein 41a [Source:MGI Symbol;Acc:MGI:1913914]","MeA"
"ENSMUSG00000040759",0.628348005151814,6.59187278324024e-05,0.00786098933190955,"DOM - DES","Cmtm5","CKLF-like MARVEL transmembrane domain containing 5 [Source:MGI Symbol;Acc:MGI:2447164]","MeA"
"ENSMUSG00000022994",0.625584707407892,0.000253683480635512,0.0736976397315614,"CDOM - DOM","Adcy6","adenylate cyclase 6 [Source:MGI Symbol;Acc:MGI:87917]","MeA"
"ENSMUSG00000033208",0.624622144323942,0.000522257097307545,0.0291372088001153,"DOM - DES","S100b","S100 protein, beta polypeptide, neural [Source:MGI Symbol;Acc:MGI:98217]","MeA"
"ENSMUSG00000001666",0.623517629399045,0.00447475547414845,0.0903414663038127,"DOM - DES","Ddt","D-dopachrome tautomerase [Source:MGI Symbol;Acc:MGI:1298381]","MeA"
"ENSMUSG00000048100",0.622621646854546,0.000663974133315021,0.0325459044906772,"DOM - DES","Taf13","TATA-box binding protein associated factor 13 [Source:MGI Symbol;Acc:MGI:1913500]","MeA"
"ENSMUSG00000028927",0.621586109375042,0.00327943567142281,0.078717086375643,"DOM - DES","Padi2","peptidyl arginine deiminase, type II [Source:MGI Symbol;Acc:MGI:1338892]","MeA"
"ENSMUSG00000022472",0.619652118750102,7.66965095132898e-07,0.000592779772071306,"DOM - DES","Desi1","desumoylating isopeptidase 1 [Source:MGI Symbol;Acc:MGI:106313]","MeA"
"ENSMUSG00000051379",0.616361137285107,0.00146741974824464,0.0504234024860861,"DOM - DES","Flrt3","fibronectin leucine rich transmembrane protein 3 [Source:MGI Symbol;Acc:MGI:1918686]","MeA"
"ENSMUSG00000061758",0.612833489949165,0.00493788220591416,0.0955648583063232,"DOM - DES","Akr1b10","aldo-keto reductase family 1, member B10 (aldose reductase) [Source:MGI Symbol;Acc:MGI:1915111]","MeA"
"ENSMUSG00000031400",0.612372472175808,0.000275497602495393,0.0187161444631044,"DOM - DES","G6pdx","glucose-6-phosphate dehydrogenase X-linked [Source:MGI Symbol;Acc:MGI:105979]","MeA"
"ENSMUSG00000056917",0.611728390487003,0.00365376749335613,0.0821562283947423,"DOM - DES","Sipa1","signal-induced proliferation associated gene 1 [Source:MGI Symbol;Acc:MGI:107576]","MeA"
"ENSMUSG00000039154",0.611199212102551,0.000200396686510892,0.0152198714216734,"DOM - DES","Shd","src homology 2 domain-containing transforming protein D [Source:MGI Symbol;Acc:MGI:1099461]","MeA"
"ENSMUSG00000027200",0.608923625546225,0.00017466075882038,0.0862241946043274,"CDOM - DES","Sema6d","sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6D [Source:MGI Symbol;Acc:MGI:2387661]","MeA"
"ENSMUSG00000030337",0.606413842331313,0.0015161355142886,0.0510317431059413,"DOM - DES","Vamp1","vesicle-associated membrane protein 1 [Source:MGI Symbol;Acc:MGI:1313276]","MeA"
"ENSMUSG00000001089",0.605409594946633,1.56656804491605e-05,0.00332225346137245,"DOM - DES","Luzp1","leucine zipper protein 1 [Source:MGI Symbol;Acc:MGI:107629]","MeA"
"ENSMUSG00000024187",0.605126496235627,0.00135450404794534,0.0483378432531817,"DOM - DES","Fam234a","family with sequence similarity 234, member A [Source:MGI Symbol;Acc:MGI:2146854]","MeA"
"ENSMUSG00000032841",0.603128036490929,0.00338364511301312,0.0804545594323007,"DOM - DES","Prr5l","proline rich 5 like [Source:MGI Symbol;Acc:MGI:1919696]","MeA"
"ENSMUSG00000033615",0.602573082340262,0.00231520914947569,0.0647121115045511,"DOM - DES","Cplx1","complexin 1 [Source:MGI Symbol;Acc:MGI:104727]","MeA"
"ENSMUSG00000026737",0.601899797357043,3.34421428258688e-05,0.00505385852297058,"DOM - DES","Pip4k2a","phosphatidylinositol-5-phosphate 4-kinase, type II, alpha [Source:MGI Symbol;Acc:MGI:1298206]","MeA"
"ENSMUSG00000025477",0.601143266234625,0.000792834879179727,0.0351553429959633,"DOM - DES","Inpp5a","inositol polyphosphate-5-phosphatase A [Source:MGI Symbol;Acc:MGI:2686961]","MeA"
"ENSMUSG00000039830",0.599431742694915,0.00130707451392101,0.0474589658188026,"DOM - DES","Olig2","oligodendrocyte transcription factor 2 [Source:MGI Symbol;Acc:MGI:1355331]","MeA"
"ENSMUSG00000028868",0.590034085840287,0.000610639844497482,0.0316208954440829,"DOM - DES","Wasf2","WAS protein family, member 2 [Source:MGI Symbol;Acc:MGI:1098641]","MeA"
"ENSMUSG00000059810",0.588550437048726,0.00247616907732123,0.0674829049455904,"DOM - DES","Rgs3","regulator of G-protein signaling 3 [Source:MGI Symbol;Acc:MGI:1354734]","MeA"
"ENSMUSG00000070576",0.586713482520731,0.000862048245202736,0.0370056072795725,"DOM - DES","Mn1","meningioma 1 [Source:MGI Symbol;Acc:MGI:1261813]","MeA"
"ENSMUSG00000046160",0.58519197889158,7.37310916938115e-06,0.00237382058257684,"DOM - DES","Olig1","oligodendrocyte transcription factor 1 [Source:MGI Symbol;Acc:MGI:1355334]","MeA"
"ENSMUSG00000058600",0.583791268551922,0.00354690967998495,0.0808149728624264,"DOM - DES","Rpl30","ribosomal protein L30 [Source:MGI Symbol;Acc:MGI:98037]","MeA"
"ENSMUSG00000020101",0.582922107156169,0.000382083496158767,0.0230026690167128,"DOM - DES","Vsir","V-set immunoregulatory receptor [Source:MGI Symbol;Acc:MGI:1921298]","MeA"
"ENSMUSG00000051502",0.582013500862335,0.000707418280363021,0.0334724112849085,"DOM - DES","Ufsp1","UFM1-specific peptidase 1 [Source:MGI Symbol;Acc:MGI:1917490]","MeA"
"ENSMUSG00000003184",0.581605158726128,9.5241816458031e-05,0.00979535626210722,"DOM - DES","Irf3","interferon regulatory factor 3 [Source:MGI Symbol;Acc:MGI:1859179]","MeA"
"ENSMUSG00000038370",0.578593111284238,0.00344080820708315,0.0805272443163783,"DOM - DES","Pcp4l1","Purkinje cell protein 4-like 1 [Source:MGI Symbol;Acc:MGI:1913675]","MeA"
"ENSMUSG00000051504",0.577761975746293,0.000966484802679334,0.0406637497945481,"DOM - DES","Siglech","sialic acid binding Ig-like lectin H [Source:MGI Symbol;Acc:MGI:2443256]","MeA"
"ENSMUSG00000057963",0.575605461447371,4.66605056722079e-05,0.00599823858792449,"DOM - DES","Itpk1","inositol 1,3,4-triphosphate 5/6 kinase [Source:MGI Symbol;Acc:MGI:2446159]","MeA"
"ENSMUSG00000069769",0.57109381001769,9.92092493845762e-05,0.00996205244694229,"DOM - DES","Msi2","musashi RNA-binding protein 2 [Source:MGI Symbol;Acc:MGI:1923876]","MeA"
"ENSMUSG00000021366",0.571035834625598,0.000715811930932852,0.0336545228479858,"DOM - DES","Hivep1","human immunodeficiency virus type I enhancer binding protein 1 [Source:MGI Symbol;Acc:MGI:96100]","MeA"
"ENSMUSG00000057880",0.563525330873751,0.000144851194770859,0.0122750233414584,"DOM - DES","Abat","4-aminobutyrate aminotransferase [Source:MGI Symbol;Acc:MGI:2443582]","MeA"
"ENSMUSG00000053398",0.561354525976468,0.00021956025705304,0.0160519822466002,"DOM - DES","Phgdh","3-phosphoglycerate dehydrogenase [Source:MGI Symbol;Acc:MGI:1355330]","MeA"
"ENSMUSG00000026932",0.561316487233905,0.00144604427047882,0.0499990720814006,"DOM - DES","Nacc2","nucleus accumbens associated 2, BEN and BTB (POZ) domain containing [Source:MGI Symbol;Acc:MGI:1915241]","MeA"
"ENSMUSG00000041058",0.558100086984295,0.000194931544667201,0.0148921834530115,"DOM - DES","Wwp1","WW domain containing E3 ubiquitin protein ligase 1 [Source:MGI Symbol;Acc:MGI:1861728]","MeA"
"ENSMUSG00000037419",0.557930151832414,0.000133136380709276,0.012109456608687,"DOM - DES","Endod1","endonuclease domain containing 1 [Source:MGI Symbol;Acc:MGI:1919196]","MeA"
"ENSMUSG00000036760",0.557658466703045,0.000893681498628649,0.0995275102257348,"CDOM - DOM","Kcnk9","potassium channel, subfamily K, member 9 [Source:MGI Symbol;Acc:MGI:3521816]","MeA"
"ENSMUSG00000022122",0.557305948936128,1.12640225455428e-05,0.0029338047524254,"DOM - DES","Ednrb","endothelin receptor type B [Source:MGI Symbol;Acc:MGI:102720]","MeA"
"ENSMUSG00000045664",0.556219844611,0.00273171433101748,0.0717317185148384,"DOM - DES","Cdc42ep2","CDC42 effector protein (Rho GTPase binding) 2 [Source:MGI Symbol;Acc:MGI:1929744]","MeA"
"ENSMUSG00000038587",0.553374017081839,0.00526784845520685,0.0985854660407361,"DOM - DES","Akap12","A kinase (PRKA) anchor protein (gravin) 12 [Source:MGI Symbol;Acc:MGI:1932576]","MeA"
"ENSMUSG00000039943",0.552284902224416,0.00166643881921536,0.0536520845925641,"DOM - DES","Plcb4","phospholipase C, beta 4 [Source:MGI Symbol;Acc:MGI:107464]","MeA"
"ENSMUSG00000037060",0.550183263557285,0.00494924012970627,0.0955648583063232,"DOM - DES","Cavin3","caveolae associated 3 [Source:MGI Symbol;Acc:MGI:1923422]","MeA"
"ENSMUSG00000030246",0.549198807967322,0.00129952502527652,0.0474589658188026,"DOM - DES","Ldhb","lactate dehydrogenase B [Source:MGI Symbol;Acc:MGI:96763]","MeA"
"ENSMUSG00000022358",0.549076553586272,0.00442562525728558,0.0897005925229745,"DOM - DES","Fbxo32","F-box protein 32 [Source:MGI Symbol;Acc:MGI:1914981]","MeA"
"ENSMUSG00000024597",0.548263459016034,0.000713287127800889,0.0336426189895897,"DOM - DES","Slc12a2","solute carrier family 12, member 2 [Source:MGI Symbol;Acc:MGI:101924]","MeA"
"ENSMUSG00000021143",0.546546408467719,0.000285229438422082,0.0189428160674037,"DOM - DES","Pacs2","phosphofurin acidic cluster sorting protein 2 [Source:MGI Symbol;Acc:MGI:1924399]","MeA"
"ENSMUSG00000029674",0.544488203727821,0.00401284585989268,0.0854853824558552,"DOM - DES","Limk1","LIM-domain containing, protein kinase [Source:MGI Symbol;Acc:MGI:104572]","MeA"
"ENSMUSG00000007476",0.540316360550318,2.01855093300887e-05,0.00387639191739573,"DOM - DES","Lrrc8a","leucine rich repeat containing 8A [Source:MGI Symbol;Acc:MGI:2652847]","MeA"
"ENSMUSG00000039372",0.534479762576114,0.00054809296792183,0.0296250250179646,"DOM - DES","March4","membrane-associated ring finger (C3HC4) 4 [Source:MGI Symbol;Acc:MGI:2683550]","MeA"
"ENSMUSG00000041423",0.533805278365415,0.0050419887235711,0.0960967971016452,"DOM - DES","Paqr6","progestin and adipoQ receptor family member VI [Source:MGI Symbol;Acc:MGI:1916207]","MeA"
"ENSMUSG00000024063",0.533381792684063,0.00240235222103686,0.0660089729008457,"DOM - DES","Lbh","limb-bud and heart [Source:MGI Symbol;Acc:MGI:1925139]","MeA"
"ENSMUSG00000030495",0.530388867791977,0.00431397888136094,0.0886130752190785,"DOM - DES","Slc7a10","solute carrier family 7 (cationic amino acid transporter, y+ system), member 10 [Source:MGI Symbol;Acc:MGI:1858261]","MeA"
"ENSMUSG00000002274",0.530051711946304,0.0047606775156899,0.0933248708427716,"DOM - DES","Metrn","meteorin, glial cell differentiation regulator [Source:MGI Symbol;Acc:MGI:1917333]","MeA"
"ENSMUSG00000029167",0.528085599956786,0.00272530349999554,0.0717255933404827,"DOM - DES","Ppargc1a","peroxisome proliferative activated receptor, gamma, coactivator 1 alpha [Source:MGI Symbol;Acc:MGI:1342774]","MeA"
"ENSMUSG00000028982",0.527999528473549,0.00463641708864171,0.0918046548423619,"DOM - DES","Slc25a33","solute carrier family 25, member 33 [Source:MGI Symbol;Acc:MGI:1917806]","MeA"
"ENSMUSG00000042671",0.527847528065812,0.000784305371508541,0.0350117531370462,"DOM - DES","Rgs8","regulator of G-protein signaling 8 [Source:MGI Symbol;Acc:MGI:108408]","MeA"
"ENSMUSG00000033713",0.525308178254259,7.14945732726787e-05,0.00808270710052192,"DOM - DES","Foxn3","forkhead box N3 [Source:MGI Symbol;Acc:MGI:1918625]","MeA"
"ENSMUSG00000039904",0.524571041790273,0.002189831280283,0.0621291211896385,"DOM - DES","Gpr37","G protein-coupled receptor 37 [Source:MGI Symbol;Acc:MGI:1313297]","MeA"
"ENSMUSG00000075705",0.523347955763733,0.00190956226485325,0.0574027031027045,"DOM - DES","Msrb1","methionine sulfoxide reductase B1 [Source:MGI Symbol;Acc:MGI:1351642]","MeA"
"ENSMUSG00000095139",0.523203851663344,0.00372138748298793,0.0826293082804367,"DOM - DES","Pou3f2","POU domain, class 3, transcription factor 2 [Source:MGI Symbol;Acc:MGI:101895]","MeA"
"ENSMUSG00000040374",0.5217040115448,0.00322789437300224,0.0780122929887043,"DOM - DES","Pex2","peroxisomal biogenesis factor 2 [Source:MGI Symbol;Acc:MGI:107486]","MeA"
"ENSMUSG00000048332",0.521663340112821,0.00282593803324923,0.0734248110042477,"DOM - DES","Lhfp","lipoma HMGIC fusion partner [Source:MGI Symbol;Acc:MGI:1920048]","MeA"
"ENSMUSG00000061436",0.516189582485509,0.000724246299920774,0.0336745181585148,"DOM - DES","Hipk2","homeodomain interacting protein kinase 2 [Source:MGI Symbol;Acc:MGI:1314872]","MeA"
"ENSMUSG00000062591",0.516169369260298,4.55017397277948e-05,0.00599823858792449,"DOM - DES","Tubb4a","tubulin, beta 4A class IVA [Source:MGI Symbol;Acc:MGI:107848]","MeA"
"ENSMUSG00000026463",0.516092507138207,0.000291016521905851,0.0766873206521642,"CDOM - DOM","Atp2b4","ATPase, Ca++ transporting, plasma membrane 4 [Source:MGI Symbol;Acc:MGI:88111]","MeA"
