"ensgene","moduleMembership","GS.trait","symbol","chr","description","moduleName"
"ENSMUSG00000023048",0.811093631240414,0.445180382773387,"Prr13","15","proline rich 13 [Source:MGI Symbol;Acc:MGI:1913401]","brown"
"ENSMUSG00000023236",0.873095139977962,0.326893324381262,"Scg5","2","secretogranin V [Source:MGI Symbol;Acc:MGI:98289]","brown"
"ENSMUSG00000024245",0.821222583371838,0.321374598777755,"Tmem178","17","transmembrane protein 178 [Source:MGI Symbol;Acc:MGI:1915277]","brown"
"ENSMUSG00000024587",0.856245316106466,0.2097528142598,"Nars","18","asparaginyl-tRNA synthetase [Source:MGI Symbol;Acc:MGI:1917473]","brown"
"ENSMUSG00000024758",0.847812676096881,0.285963431609773,"Rtn3","19","reticulon 3 [Source:MGI Symbol;Acc:MGI:1339970]","brown"
"ENSMUSG00000025613",0.880674317914033,0.485555398802087,"Cct8","16","chaperonin containing Tcp1, subunit 8 (theta) [Source:MGI Symbol;Acc:MGI:107183]","brown"
"ENSMUSG00000025875",0.908908666134645,0.44431298907353,"Tspan17","13","tetraspanin 17 [Source:MGI Symbol;Acc:MGI:1921507]","brown"
"ENSMUSG00000026150",0.809161642007734,0.375855943470896,"Mff","1","mitochondrial fission factor [Source:MGI Symbol;Acc:MGI:1922984]","brown"
"ENSMUSG00000026229",0.810700297371077,0.422395992142263,"Psmd1","1","proteasome (prosome, macropain) 26S subunit, non-ATPase, 1 [Source:MGI Symbol;Acc:MGI:1917497]","brown"
"ENSMUSG00000026765",0.81450879900555,0.20185264940657,"Lypd6b","2","LY6/PLAUR domain containing 6B [Source:MGI Symbol;Acc:MGI:1919147]","brown"
"ENSMUSG00000026797",0.840171360510671,0.262794277910732,"Stxbp1","2","syntaxin binding protein 1 [Source:MGI Symbol;Acc:MGI:107363]","brown"
"ENSMUSG00000027500",0.927525099180863,0.275556676097528,"Stmn2","3","stathmin-like 2 [Source:MGI Symbol;Acc:MGI:98241]","brown"
"ENSMUSG00000027523",0.927059814669459,0.422784509701816,"Gnas","2","GNAS (guanine nucleotide binding protein, alpha stimulating) complex locus [Source:MGI Symbol;Acc:MGI:95777]","brown"
"ENSMUSG00000027581",0.914137784421928,0.280362758289119,"Stmn3","2","stathmin-like 3 [Source:MGI Symbol;Acc:MGI:1277137]","brown"
"ENSMUSG00000027706",0.834491486328451,0.335462357699845,"Sec62","3","SEC62 homolog (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1916526]","brown"
"ENSMUSG00000028020",0.840899108974139,0.350939959009371,"Glrb","3","glycine receptor, beta subunit [Source:MGI Symbol;Acc:MGI:95751]","brown"
"ENSMUSG00000028546",0.850165781039656,0.351166083559319,"Elavl4","4","ELAV (embryonic lethal, abnormal vision, Drosophila)-like 4 (Hu antigen D) [Source:MGI Symbol;Acc:MGI:107427]","brown"
"ENSMUSG00000028773",0.824141420461818,0.311407472368186,"Fabp3","4","fatty acid binding protein 3, muscle and heart [Source:MGI Symbol;Acc:MGI:95476]","brown"
"ENSMUSG00000028937",0.922431019740213,0.302000789988268,"Acot7","4","acyl-CoA thioesterase 7 [Source:MGI Symbol;Acc:MGI:1917275]","brown"
"ENSMUSG00000029088",0.822059674725418,0.397893268000594,"Kcnip4","5","Kv channel interacting protein 4 [Source:MGI Symbol;Acc:MGI:1933131]","brown"
"ENSMUSG00000029223",0.826575224475611,0.267829150778661,"Uchl1","5","ubiquitin carboxy-terminal hydrolase L1 [Source:MGI Symbol;Acc:MGI:103149]","brown"
"ENSMUSG00000029291",0.825280801619992,0.264347373267374,"Rufy3","5","RUN and FYVE domain containing 3 [Source:MGI Symbol;Acc:MGI:106484]","brown"
"ENSMUSG00000029674",0.807418032212564,0.226705265738185,"Limk1","5","LIM-domain containing, protein kinase [Source:MGI Symbol;Acc:MGI:104572]","brown"
"ENSMUSG00000029769",0.87916713056718,0.306038726338104,"Ccdc136","6","coiled-coil domain containing 136 [Source:MGI Symbol;Acc:MGI:1918128]","brown"
"ENSMUSG00000029875",0.869527145242692,0.314217079149076,"Ccdc184","15","coiled-coil domain containing 184 [Source:MGI Symbol;Acc:MGI:2146066]","brown"
"ENSMUSG00000029992",0.826863456371235,0.232643283432789,"Gfpt1","6","glutamine fructose-6-phosphate transaminase 1 [Source:MGI Symbol;Acc:MGI:95698]","brown"
"ENSMUSG00000030282",0.922064804924579,0.438518952246053,"Cmas","6","cytidine monophospho-N-acetylneuraminic acid synthetase [Source:MGI Symbol;Acc:MGI:1337124]","brown"
"ENSMUSG00000031458",0.824123599975044,0.3855689590973,"Coprs","8","coordinator of PRMT5, differentiation stimulator [Source:MGI Symbol;Acc:MGI:1913673]","brown"
"ENSMUSG00000031543",0.852833989099908,0.267008173495492,"Ank1","8","ankyrin 1, erythroid [Source:MGI Symbol;Acc:MGI:88024]","brown"
"ENSMUSG00000032101",0.817806297916428,0.292343474817318,"Ddx25","9","DEAD (Asp-Glu-Ala-Asp) box polypeptide 25 [Source:MGI Symbol;Acc:MGI:1353582]","brown"
"ENSMUSG00000032199",0.924183473376586,0.438047043316744,"Polr2m","9","polymerase (RNA) II (DNA directed) polypeptide M [Source:MGI Symbol;Acc:MGI:107282]","brown"
"ENSMUSG00000034098",0.86247422733933,0.472421733377251,"Fstl5","3","follistatin-like 5 [Source:MGI Symbol;Acc:MGI:2442179]","brown"
"ENSMUSG00000034544",0.841395751132792,0.432233280881856,"Rsrc1","3","arginine/serine-rich coiled-coil 1 [Source:MGI Symbol;Acc:MGI:1914130]","brown"
"ENSMUSG00000035150",0.860255262816943,0.220619123176339,"Eif2s3x","X","eukaryotic translation initiation factor 2, subunit 3, structural gene X-linked [Source:MGI Symbol;Acc:MGI:1349431]","brown"
"ENSMUSG00000036617",0.814718685055622,0.304710424543178,"Etl4","2","enhancer trap locus 4 [Source:MGI Symbol;Acc:MGI:95454]","brown"
"ENSMUSG00000037419",0.850930027749171,0.393636117890569,"Endod1","9","endonuclease domain containing 1 [Source:MGI Symbol;Acc:MGI:1919196]","brown"
"ENSMUSG00000037940",0.831650916263317,0.388745400496722,"Inpp4b","8","inositol polyphosphate-4-phosphatase, type II [Source:MGI Symbol;Acc:MGI:2158925]","brown"
"ENSMUSG00000038486",0.865391786780484,0.236393866718799,"Sv2a","3","synaptic vesicle glycoprotein 2 a [Source:MGI Symbol;Acc:MGI:1927139]","brown"
"ENSMUSG00000039485",0.871533607077614,0.440688795164511,"Tspyl4","10","TSPY-like 4 [Source:MGI Symbol;Acc:MGI:106393]","brown"
"ENSMUSG00000039640",0.830170099358767,0.277041046520309,"Mrpl12","11","mitochondrial ribosomal protein L12 [Source:MGI Symbol;Acc:MGI:1926273]","brown"
"ENSMUSG00000039717",0.806208659867981,0.365999502221523,"Ralyl","3","RALY RNA binding protein-like [Source:MGI Symbol;Acc:MGI:1924147]","brown"
"ENSMUSG00000040659",0.878619460539889,0.2878794634869,"Efhd2","4","EF hand domain containing 2 [Source:MGI Symbol;Acc:MGI:106504]","brown"
"ENSMUSG00000040972",0.812465469760953,0.503613992360674,"Igsf21","4","immunoglobulin superfamily, member 21 [Source:MGI Symbol;Acc:MGI:2681842]","brown"
"ENSMUSG00000041020",0.865974153133502,0.363938363740126,"Map7d2","X","MAP7 domain containing 2 [Source:MGI Symbol;Acc:MGI:1917474]","brown"
"ENSMUSG00000042182",0.91151270144194,0.350647475483634,"Bend6","1","BEN domain containing 6 [Source:MGI Symbol;Acc:MGI:2444572]","brown"
"ENSMUSG00000042406",0.840578714340509,0.30354835347397,"Atf4","15","activating transcription factor 4 [Source:MGI Symbol;Acc:MGI:88096]","brown"
"ENSMUSG00000047126",0.847980495151865,0.226670637594076,"Cltc","11","clathrin, heavy polypeptide (Hc) [Source:MGI Symbol;Acc:MGI:2388633]","brown"
"ENSMUSG00000047547",0.812628121318035,0.401168716508996,"Cltb","13","clathrin, light polypeptide (Lcb) [Source:MGI Symbol;Acc:MGI:1921575]","brown"
"ENSMUSG00000049796",0.820729631878913,0.253263601800419,"Crh","3","corticotropin releasing hormone [Source:MGI Symbol;Acc:MGI:88496]","brown"
"ENSMUSG00000050830",0.859639314397049,0.378357079373608,"Vwc2","11","von Willebrand factor C domain containing 2 [Source:MGI Symbol;Acc:MGI:2442987]","brown"
"ENSMUSG00000051675",0.812059828468533,0.501542173685364,"Trim32","4","tripartite motif-containing 32 [Source:MGI Symbol;Acc:MGI:1917057]","brown"
"ENSMUSG00000053192",0.844762414928667,0.292079334639886,"Mllt11","3","myeloid/lymphoid or mixed-lineage leukemia; translocated to, 11 [Source:MGI Symbol;Acc:MGI:1929671]","brown"
"ENSMUSG00000053519",0.867470546100981,0.241408029458846,"Kcnip1","11","Kv channel-interacting protein 1 [Source:MGI Symbol;Acc:MGI:1917607]","brown"
"ENSMUSG00000053769",0.813396944078338,0.390965155610714,"Lysmd1","3","LysM, putative peptidoglycan-binding, domain containing 1 [Source:MGI Symbol;Acc:MGI:1919409]","brown"
"ENSMUSG00000054423",0.800551318620504,0.225895786524363,"Cadps","14","Ca2+-dependent secretion activator [Source:MGI Symbol;Acc:MGI:1350922]","brown"
"ENSMUSG00000055733",0.888794088045105,0.412786112525471,"Nap1l3","X","nucleosome assembly protein 1-like 3 [Source:MGI Symbol;Acc:MGI:1859565]","brown"
"ENSMUSG00000057455",0.907759103650137,0.389127515919876,"Rit2","18","Ras-like without CAAX 2 [Source:MGI Symbol;Acc:MGI:108054]","brown"
"ENSMUSG00000070304",0.802759536239308,0.247490639381748,"Scn2b","9","sodium channel, voltage-gated, type II, beta [Source:MGI Symbol;Acc:MGI:106921]","brown"
"ENSMUSG00000070866",0.852035492827688,0.227469002667987,"Zfp804a","2","zinc finger protein 804A [Source:MGI Symbol;Acc:MGI:2442949]","brown"
"ENSMUSG00000071649",0.802858310197741,0.270923006572893,"B3gat3","19","beta-1,3-glucuronyltransferase 3 (glucuronosyltransferase I) [Source:MGI Symbol;Acc:MGI:1919977]","brown"
"ENSMUSG00000071658",0.808831725333106,0.282355322213392,"Gng3","19","guanine nucleotide binding protein (G protein), gamma 3 [Source:MGI Symbol;Acc:MGI:102704]","brown"
"ENSMUSG00000074909",0.839081491427613,0.408673094888743,"Ranbp6","19","RAN binding protein 6 [Source:MGI Symbol;Acc:MGI:2683212]","brown"
"ENSMUSG00000115987",0.906203601579891,0.416506199923376,NA,NA,NA,"brown"
"ENSMUSG00000000184",0.872174826697542,-0.35364022845817,"Ccnd2","6","cyclin D2 [Source:MGI Symbol;Acc:MGI:88314]","green"
"ENSMUSG00000000416",0.874991378001168,-0.342037946340822,"Cttnbp2","6","cortactin binding protein 2 [Source:MGI Symbol;Acc:MGI:1353467]","green"
"ENSMUSG00000001119",0.821788673363359,-0.286943650798973,"Col6a1","10","collagen, type VI, alpha 1 [Source:MGI Symbol;Acc:MGI:88459]","green"
"ENSMUSG00000002107",0.884634250773121,-0.433955740905948,"Celf2","2","CUGBP, Elav-like family member 2 [Source:MGI Symbol;Acc:MGI:1338822]","green"
"ENSMUSG00000003469",0.90583458338956,-0.308794926571053,"Phyhip","14","phytanoyl-CoA hydroxylase interacting protein [Source:MGI Symbol;Acc:MGI:1860417]","green"
"ENSMUSG00000004110",0.859873985311122,-0.348982440744273,"Cacna1e","1","calcium channel, voltage-dependent, R type, alpha 1E subunit [Source:MGI Symbol;Acc:MGI:106217]","green"
"ENSMUSG00000005506",0.975170942161749,-0.347135361427336,"Celf1","2","CUGBP, Elav-like family member 1 [Source:MGI Symbol;Acc:MGI:1342295]","green"
"ENSMUSG00000006435",0.9106853991809,-0.344117559692683,"Neurl1a","19","neuralized E3 ubiquitin protein ligase 1A [Source:MGI Symbol;Acc:MGI:1334263]","green"
"ENSMUSG00000009569",0.842967331380907,-0.330767974144413,"Mkl2","16","MKL/myocardin-like 2 [Source:MGI Symbol;Acc:MGI:3050795]","green"
"ENSMUSG00000015143",0.902156450632482,-0.478769946899372,"Actn1","12","actinin, alpha 1 [Source:MGI Symbol;Acc:MGI:2137706]","green"
"ENSMUSG00000020015",0.896811482948033,-0.319381068574689,"Cdk17","10","cyclin-dependent kinase 17 [Source:MGI Symbol;Acc:MGI:97517]","green"
"ENSMUSG00000021198",0.807028819247358,-0.482777576189701,"Unc79","12","unc-79 homolog (C. elegans) [Source:MGI Symbol;Acc:MGI:2684729]","green"
"ENSMUSG00000021373",0.888511698335784,-0.234856502893978,"Cap2","13","CAP, adenylate cyclase-associated protein, 2 (yeast) [Source:MGI Symbol;Acc:MGI:1914502]","green"
"ENSMUSG00000022099",0.847661229973,-0.396158432397705,"Dmtn","14","dematin actin binding protein [Source:MGI Symbol;Acc:MGI:99670]","green"
"ENSMUSG00000022208",0.887841381324452,-0.254314790948995,"Jph4","14","junctophilin 4 [Source:MGI Symbol;Acc:MGI:2443113]","green"
"ENSMUSG00000022863",0.880992061336985,-0.385811224690688,"Btg3","16","B cell translocation gene 3 [Source:MGI Symbol;Acc:MGI:109532]","green"
"ENSMUSG00000024589",0.904556207829507,-0.216493985567167,"Nedd4l","18","neural precursor cell expressed, developmentally down-regulated gene 4-like [Source:MGI Symbol;Acc:MGI:1933754]","green"
"ENSMUSG00000024617",0.846297644634319,-0.278679609628001,"Camk2a","18","calcium/calmodulin-dependent protein kinase II alpha [Source:MGI Symbol;Acc:MGI:88256]","green"
"ENSMUSG00000024883",0.953428314511476,-0.411856245207054,"Rin1","19","Ras and Rab interactor 1 [Source:MGI Symbol;Acc:MGI:2385695]","green"
"ENSMUSG00000025170",0.91862905024626,-0.313740820723793,"Rab40b","11","Rab40B, member RAS oncogene family [Source:MGI Symbol;Acc:MGI:2183451]","green"
"ENSMUSG00000025221",0.877328395755362,-0.468689486142844,"Kcnip2","19","Kv channel-interacting protein 2 [Source:MGI Symbol;Acc:MGI:2135916]","green"
"ENSMUSG00000025372",0.909377900874868,-0.446009525514798,"Baiap2","11","brain-specific angiogenesis inhibitor 1-associated protein 2 [Source:MGI Symbol;Acc:MGI:2137336]","green"
"ENSMUSG00000025656",0.86094778156771,-0.257773255908389,"Arhgef9","X","CDC42 guanine nucleotide exchange factor (GEF) 9 [Source:MGI Symbol;Acc:MGI:2442233]","green"
"ENSMUSG00000025658",0.805421282193139,-0.398489551367467,"Cnksr2","X","connector enhancer of kinase suppressor of Ras 2 [Source:MGI Symbol;Acc:MGI:2661175]","green"
"ENSMUSG00000026207",0.825013398329413,-0.237371969679574,"Speg","1","SPEG complex locus [Source:MGI Symbol;Acc:MGI:109282]","green"
"ENSMUSG00000026223",0.879471061047335,-0.229915259953925,"Itm2c","1","integral membrane protein 2C [Source:MGI Symbol;Acc:MGI:1927594]","green"
"ENSMUSG00000026650",0.818907229761864,-0.204893628163582,"Meig1","2","meiosis expressed gene 1 [Source:MGI Symbol;Acc:MGI:1202878]","green"
"ENSMUSG00000027296",0.911752601488234,-0.345077292878993,"Itpka","2","inositol 1,4,5-trisphosphate 3-kinase A [Source:MGI Symbol;Acc:MGI:1333822]","green"
"ENSMUSG00000027419",0.804963951884197,-0.249219195886223,"Pcsk2","2","proprotein convertase subtilisin/kexin type 2 [Source:MGI Symbol;Acc:MGI:97512]","green"
"ENSMUSG00000028161",0.913640254818753,-0.368298261996174,"Ppp3ca","3","protein phosphatase 3, catalytic subunit, alpha isoform [Source:MGI Symbol;Acc:MGI:107164]","green"
"ENSMUSG00000028176",0.871438928095068,-0.4436210320936,"Lrrc7","3","leucine rich repeat containing 7 [Source:MGI Symbol;Acc:MGI:2676665]","green"
"ENSMUSG00000028222",0.891206599888734,-0.228556758047152,"Calb1","4","calbindin 1 [Source:MGI Symbol;Acc:MGI:88248]","green"
"ENSMUSG00000029050",0.896524456420668,-0.418337938982879,"Ski","4","ski sarcoma viral oncogene homolog (avian) [Source:MGI Symbol;Acc:MGI:98310]","green"
"ENSMUSG00000029406",0.866347696083658,-0.43399051978378,"Pitpnm2","5","phosphatidylinositol transfer protein, membrane-associated 2 [Source:MGI Symbol;Acc:MGI:1336192]","green"
"ENSMUSG00000029840",0.841750061228935,-0.22024854159264,"Mtpn","6","myotrophin [Source:MGI Symbol;Acc:MGI:99445]","green"
"ENSMUSG00000030134",0.8987405122763,-0.361869897990168,"Rasgef1a","6","RasGEF domain family, member 1A [Source:MGI Symbol;Acc:MGI:1917977]","green"
"ENSMUSG00000030209",0.882286123686863,-0.423502449810381,"Grin2b","6","glutamate receptor, ionotropic, NMDA2B (epsilon 2) [Source:MGI Symbol;Acc:MGI:95821]","green"
"ENSMUSG00000030376",0.841763536837739,-0.430096651732335,"Slc8a2","7","solute carrier family 8 (sodium/calcium exchanger), member 2 [Source:MGI Symbol;Acc:MGI:107996]","green"
"ENSMUSG00000030583",0.821492513570664,-0.421611113393677,"Sipa1l3","7","signal-induced proliferation-associated 1 like 3 [Source:MGI Symbol;Acc:MGI:1921456]","green"
"ENSMUSG00000030854",0.806864809143939,-0.431051670817707,"Ptpn5","7","protein tyrosine phosphatase, non-receptor type 5 [Source:MGI Symbol;Acc:MGI:97807]","green"
"ENSMUSG00000030905",0.827875568248008,-0.342246943371086,"Crym","7","crystallin, mu [Source:MGI Symbol;Acc:MGI:102675]","green"
"ENSMUSG00000031626",0.845514891293434,-0.317818295844989,"Sorbs2","8","sorbin and SH3 domain containing 2 [Source:MGI Symbol;Acc:MGI:1924574]","green"
"ENSMUSG00000031778",0.858963647114885,-0.352444710410067,"Cx3cl1","8","chemokine (C-X3-C motif) ligand 1 [Source:MGI Symbol;Acc:MGI:1097153]","green"
"ENSMUSG00000031833",0.918594495323942,-0.268017856202935,"Mast3","8","microtubule associated serine/threonine kinase 3 [Source:MGI Symbol;Acc:MGI:2683541]","green"
"ENSMUSG00000032120",0.924503894684023,-0.243341855228721,"C2cd2l","9","C2 calcium-dependent domain containing 2-like [Source:MGI Symbol;Acc:MGI:1919014]","green"
"ENSMUSG00000032174",0.949025288564859,-0.406989559514627,"Icam5","9","intercellular adhesion molecule 5, telencephalin [Source:MGI Symbol;Acc:MGI:109430]","green"
"ENSMUSG00000032402",0.897235415151106,-0.294955846379893,"Smad3","9","SMAD family member 3 [Source:MGI Symbol;Acc:MGI:1201674]","green"
"ENSMUSG00000032500",0.872411385632526,-0.485780085967995,"Dclk3","9","doublecortin-like kinase 3 [Source:MGI Symbol;Acc:MGI:3039580]","green"
"ENSMUSG00000032503",0.811954868272693,-0.37193336077443,"Arpp21","9","cyclic AMP-regulated phosphoprotein, 21 [Source:MGI Symbol;Acc:MGI:107562]","green"
"ENSMUSG00000032586",0.881460144780563,-0.369747956917466,"Traip","9","TRAF-interacting protein [Source:MGI Symbol;Acc:MGI:1096377]","green"
"ENSMUSG00000033060",0.828077860700698,-0.317928353792813,"Lmo7","14","LIM domain only 7 [Source:MGI Symbol;Acc:MGI:1353586]","green"
"ENSMUSG00000033066",0.832632160874253,-0.409213726417261,"Gas7","11","growth arrest specific 7 [Source:MGI Symbol;Acc:MGI:1202388]","green"
"ENSMUSG00000033594",0.880529074661318,-0.578320086948826,"Spata2l","8","spermatogenesis associated 2-like [Source:MGI Symbol;Acc:MGI:1926029]","green"
"ENSMUSG00000033730",0.927951369153428,-0.478167943752368,"Egr3","14","early growth response 3 [Source:MGI Symbol;Acc:MGI:1306780]","green"
"ENSMUSG00000034480",0.874303672407751,-0.406628836954835,"Diaph2","X","diaphanous related formin 2 [Source:MGI Symbol;Acc:MGI:1858500]","green"
"ENSMUSG00000034675",0.840284711284325,-0.273238792370209,"Dbn1","13","drebrin 1 [Source:MGI Symbol;Acc:MGI:1931838]","green"
"ENSMUSG00000034898",0.82400663560424,-0.241870809572748,"Filip1","9","filamin A interacting protein 1 [Source:MGI Symbol;Acc:MGI:1917848]","green"
"ENSMUSG00000035355",0.853057844782069,-0.319687455969509,"Kcnh4","11","potassium voltage-gated channel, subfamily H (eag-related), member 4 [Source:MGI Symbol;Acc:MGI:2156184]","green"
"ENSMUSG00000035397",0.889751764821503,-0.515941548154501,"Klf16","10","Kruppel-like factor 16 [Source:MGI Symbol;Acc:MGI:2153049]","green"
"ENSMUSG00000035954",0.858179258605442,-0.273446689890233,"Dock4","12","dedicator of cytokinesis 4 [Source:MGI Symbol;Acc:MGI:1918006]","green"
"ENSMUSG00000036306",0.810516005011254,-0.365037713660446,"Lzts1","8","leucine zipper, putative tumor suppressor 1 [Source:MGI Symbol;Acc:MGI:2684762]","green"
"ENSMUSG00000036882",0.906213187159601,-0.400360875554746,"Arhgap33","7","Rho GTPase activating protein 33 [Source:MGI Symbol;Acc:MGI:2673998]","green"
"ENSMUSG00000036894",0.901945107019387,-0.340678887930074,"Rap2b","3","RAP2B, member of RAS oncogene family [Source:MGI Symbol;Acc:MGI:1921262]","green"
"ENSMUSG00000040339",0.815384422385735,-0.270029361473287,"Fam102b","3","family with sequence similarity 102, member B [Source:MGI Symbol;Acc:MGI:3036259]","green"
"ENSMUSG00000040699",0.802011811966668,-0.220050445753651,"Limd2","11","LIM domain containing 2 [Source:MGI Symbol;Acc:MGI:1915053]","green"
"ENSMUSG00000042700",0.884653127914279,-0.421458623736119,"Sipa1l1","12","signal-induced proliferation-associated 1 like 1 [Source:MGI Symbol;Acc:MGI:2443679]","green"
"ENSMUSG00000043079",0.871945905627161,-0.385339345335485,"Synpo","18","synaptopodin [Source:MGI Symbol;Acc:MGI:1099446]","green"
"ENSMUSG00000044352",0.89631706302543,-0.246870970605381,"Sowaha","11","sosondowah ankyrin repeat domain family member A [Source:MGI Symbol;Acc:MGI:2687280]","green"
"ENSMUSG00000044667",0.929086028780773,-0.422002339449194,"Plppr4","3","phospholipid phosphatase related 4 [Source:MGI Symbol;Acc:MGI:106530]","green"
"ENSMUSG00000044912",0.814758826366279,-0.211691042540635,"Syt16","12","synaptotagmin XVI [Source:MGI Symbol;Acc:MGI:2673872]","green"
"ENSMUSG00000046818",0.813890968767724,-0.308022487035706,"Ddit4l","3","DNA-damage-inducible transcript 4-like [Source:MGI Symbol;Acc:MGI:1920534]","green"
"ENSMUSG00000047205",0.858580571631075,-0.201756955181871,"Dusp18","11","dual specificity phosphatase 18 [Source:MGI Symbol;Acc:MGI:1922469]","green"
"ENSMUSG00000047495",0.862693724071643,-0.224695662319742,"Dlgap2","8","discs, large (Drosophila) homolog-associated protein 2 [Source:MGI Symbol;Acc:MGI:2443181]","green"
"ENSMUSG00000048644",0.888953094059617,-0.331955077590734,"Ctxn1","8","cortexin 1 [Source:MGI Symbol;Acc:MGI:88566]","green"
"ENSMUSG00000049583",0.930702015356234,-0.359109484096503,"Grm5","7","glutamate receptor, metabotropic 5 [Source:MGI Symbol;Acc:MGI:1351342]","green"
"ENSMUSG00000050074",0.800300660299604,-0.291216298604949,"Spink8","9","serine peptidase inhibitor, Kazal type 8 [Source:MGI Symbol;Acc:MGI:1925959]","green"
"ENSMUSG00000051853",0.870995999689179,-0.311291283973514,"Arf3","15","ADP-ribosylation factor 3 [Source:MGI Symbol;Acc:MGI:99432]","green"
"ENSMUSG00000052087",0.868044493033703,-0.261641881694869,"Rgs14","13","regulator of G-protein signaling 14 [Source:MGI Symbol;Acc:MGI:1859709]","green"
"ENSMUSG00000057897",0.830295540390764,-0.36784003340787,"Camk2b","11","calcium/calmodulin-dependent protein kinase II, beta [Source:MGI Symbol;Acc:MGI:88257]","green"
"ENSMUSG00000058589",0.892180439973102,-0.202601691396859,"Anks1b","10","ankyrin repeat and sterile alpha motif domain containing 1B [Source:MGI Symbol;Acc:MGI:1924781]","green"
"ENSMUSG00000059003",0.875697282485979,-0.381346894502853,"Grin2a","16","glutamate receptor, ionotropic, NMDA2A (epsilon 1) [Source:MGI Symbol;Acc:MGI:95820]","green"
"ENSMUSG00000059213",0.911549404091078,-0.371225022805571,"Ddn","15","dendrin [Source:MGI Symbol;Acc:MGI:108101]","green"
"ENSMUSG00000059456",0.886673126053305,-0.405846232425368,"Ptk2b","14","PTK2 protein tyrosine kinase 2 beta [Source:MGI Symbol;Acc:MGI:104908]","green"
"ENSMUSG00000061689",0.800935554709281,-0.384077374940854,"Dlgap4","2","discs, large homolog-associated protein 4 (Drosophila) [Source:MGI Symbol;Acc:MGI:2138865]","green"
"ENSMUSG00000063052",0.83093984952835,-0.46278998326224,"Lrrc40","3","leucine rich repeat containing 40 [Source:MGI Symbol;Acc:MGI:1914394]","green"
"ENSMUSG00000065954",0.891325922244572,-0.436106193438387,"Tacc1","8","transforming, acidic coiled-coil containing protein 1 [Source:MGI Symbol;Acc:MGI:2443510]","green"
"ENSMUSG00000071265",0.810385551814383,-0.234632265027519,"1700086L19Rik","12","RIKEN cDNA 1700086L19 gene [Source:MGI Symbol;Acc:MGI:1921534]","green"
"ENSMUSG00000019913",0.922671350084761,0.299705331961181,"Sim1","10","single-minded homolog 1 (Drosophila) [Source:MGI Symbol;Acc:MGI:98306]","darkred"
"ENSMUSG00000024647",0.967203882471163,0.229948617199148,"Cbln2","18","cerebellin 2 precursor protein [Source:MGI Symbol;Acc:MGI:88282]","darkred"
"ENSMUSG00000025104",0.816606166868329,0.273911952918088,"Hdgfl3","7","HDGF like 3 [Source:MGI Symbol;Acc:MGI:1352760]","darkred"
"ENSMUSG00000029546",0.858567292236934,0.351471389180634,"Uncx","5","UNC homeobox [Source:MGI Symbol;Acc:MGI:108013]","darkred"
"ENSMUSG00000029608",0.892848223444868,0.240989558975819,"Rph3a","5","rabphilin 3A [Source:MGI Symbol;Acc:MGI:102788]","darkred"
"ENSMUSG00000033419",0.837820028709039,0.255111530091799,"Snap91","9","synaptosomal-associated protein 91 [Source:MGI Symbol;Acc:MGI:109132]","darkred"
"ENSMUSG00000058400",0.811753340301486,0.246416039429316,"Qrfpr","3","pyroglutamylated RFamide peptide receptor [Source:MGI Symbol;Acc:MGI:2677633]","darkred"
"ENSMUSG00000000263",0.805576665138558,0.363474819118091,"Glra1","11","glycine receptor, alpha 1 subunit [Source:MGI Symbol;Acc:MGI:95747]","salmon"
"ENSMUSG00000002265",0.893356892723482,0.394623644901896,"Peg3","7","paternally expressed 3 [Source:MGI Symbol;Acc:MGI:104748]","salmon"
"ENSMUSG00000006342",0.846541749731576,0.32841535911136,"Susd2","10","sushi domain containing 2 [Source:MGI Symbol;Acc:MGI:1918983]","salmon"
"ENSMUSG00000014592",0.812072162012669,0.265735130377101,"Camta1","4","calmodulin binding transcription activator 1 [Source:MGI Symbol;Acc:MGI:2140230]","salmon"
"ENSMUSG00000015709",0.825922668024647,0.242492167102955,"Arnt2","7","aryl hydrocarbon receptor nuclear translocator 2 [Source:MGI Symbol;Acc:MGI:107188]","salmon"
"ENSMUSG00000018822",0.886666177979943,0.213633755051451,"Sfrp5","19","secreted frizzled-related sequence protein 5 [Source:MGI Symbol;Acc:MGI:1860298]","salmon"
"ENSMUSG00000019124",0.838871892016734,0.233282519692983,"Scrn1","6","secernin 1 [Source:MGI Symbol;Acc:MGI:1917188]","salmon"
"ENSMUSG00000021047",0.924417004235171,0.383664215012384,"Nova1","12","neuro-oncological ventral antigen 1 [Source:MGI Symbol;Acc:MGI:104297]","salmon"
"ENSMUSG00000021838",0.867276219887278,0.323006593724434,"Samd4","14","sterile alpha motif domain containing 4 [Source:MGI Symbol;Acc:MGI:1921730]","salmon"
"ENSMUSG00000021982",0.855871611708845,0.223986203426445,"Cdadc1","14","cytidine and dCMP deaminase domain containing 1 [Source:MGI Symbol;Acc:MGI:1919141]","salmon"
"ENSMUSG00000023092",0.825714347484606,0.201516004269089,"Fhl1","X","four and a half LIM domains 1 [Source:MGI Symbol;Acc:MGI:1298387]","salmon"
"ENSMUSG00000024423",0.840018765475309,0.50525672675352,"Impact","18","impact, RWD domain protein [Source:MGI Symbol;Acc:MGI:1098233]","salmon"
